,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,force,DayMonth
202308,Person search,2018-08-27 13:44:00+00:00,False,,51.521222,-0.20083,Male,,Asian/Asian British - Any other Asian background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202309,Person search,2018-08-27 13:44:00+00:00,False,,,,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202310,Person search,2018-08-27 13:45:00+00:00,False,,51.540609,-0.209612,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,018-08-metropolitan,27/8/2018
202311,Person search,2018-08-27 13:45:00+00:00,False,,51.515216,-0.206183,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202312,Person search,2018-08-27 13:45:00+00:00,False,,51.521222,-0.20083,Male,,Other ethnic group - Not stated,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202313,Person search,2018-08-27 13:45:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202314,Person search,2018-08-27 13:45:00+00:00,False,,51.518294,-0.188824,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202315,Person search,2018-08-27 13:45:00+00:00,False,,51.519281,-0.200388,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202316,Person search,2018-08-27 13:45:00+00:00,False,,51.521222,-0.20083,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202317,Person search,2018-08-27 13:45:00+00:00,False,,51.522956,-0.193713,Male,,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202318,Person search,2018-08-27 13:45:00+00:00,False,,51.518615,-0.196839,Male,10-17,Other ethnic group - Not stated,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202319,Person search,2018-08-27 13:45:00+00:00,False,,51.515226,-0.193975,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,018-08-metropolitan,27/8/2018
202320,Person search,2018-08-27 13:45:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Penalty Notice for Disorder,,,018-08-metropolitan,27/8/2018
202321,Person search,2018-08-27 13:45:00+00:00,False,,51.513493,-0.197056,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202322,Person search,2018-08-27 13:45:00+00:00,False,,51.515216,-0.206183,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202323,Person search,2018-08-27 13:45:00+00:00,False,,51.515226,-0.193975,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202324,Person search,2018-08-27 13:45:00+00:00,False,,51.515216,-0.206183,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202325,Person search,2018-08-27 13:45:00+00:00,False,,51.515216,-0.206183,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202326,Person search,2018-08-27 13:45:00+00:00,False,,51.511473,-0.200767,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202327,Person search,2018-08-27 13:45:00+00:00,False,,51.519429,-0.202948,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202328,Person search,2018-08-27 13:45:00+00:00,False,,51.517388,-0.212411,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202329,Person search,2018-08-27 13:45:00+00:00,False,,51.524364,-0.20346,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202330,Person search,2018-08-27 13:45:00+00:00,False,,51.515746,-0.203208,Male,18-24,Other ethnic group - Any other ethnic group,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202331,Person search,2018-08-27 13:45:00+00:00,False,,51.519429,-0.202948,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
202332,Person search,2018-08-27 13:45:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202333,Person search,2018-08-27 13:45:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202334,Person search,2018-08-27 13:45:00+00:00,False,,51.517311,-0.207384,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202335,Person search,2018-08-27 13:45:00+00:00,False,,51.515216,-0.206183,Male,18-24,Mixed/Multiple ethnic groups - White and Black African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202336,Person search,2018-08-27 13:45:00+00:00,False,,51.519429,-0.202948,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202337,Person search,2018-08-27 13:45:00+00:00,False,,,,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202338,Person search,2018-08-27 13:45:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202339,Person search,2018-08-27 13:45:00+00:00,False,,51.515226,-0.193975,Male,10-17,Asian/Asian British - Any other Asian background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202340,Person search,2018-08-27 13:45:00+00:00,False,,51.515672,-0.19955,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202341,Person search,2018-08-27 13:45:00+00:00,False,,51.561539,-0.331334,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202342,Person search,2018-08-27 13:45:00+00:00,False,,51.515672,-0.19955,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202343,Person search,2018-08-27 13:45:00+00:00,False,,51.517497,-0.210115,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202344,Person search,2018-08-27 13:45:00+00:00,False,,51.517333,-0.196515,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,018-08-metropolitan,27/8/2018
202345,Person search,2018-08-27 13:45:00+00:00,False,,51.522832,-0.209098,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202346,Person search,2018-08-27 13:45:00+00:00,False,,51.513493,-0.197056,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202347,Person search,2018-08-27 13:45:00+00:00,False,,51.522832,-0.209098,Male,18-24,Black/African/Caribbean/Black British - African,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,018-08-metropolitan,27/8/2018
202348,Person search,2018-08-27 13:45:00+00:00,False,,51.515226,-0.193975,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202349,Person search,2018-08-27 13:45:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202350,Person search,2018-08-27 13:45:00+00:00,False,,51.515226,-0.193975,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202351,Person search,2018-08-27 13:45:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202352,Person search,2018-08-27 13:45:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202353,Person search,2018-08-27 13:46:00+00:00,False,,51.515226,-0.193975,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202354,Person search,2018-08-27 13:46:00+00:00,False,,51.512079,-0.19923,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202355,Person search,2018-08-27 13:46:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202356,Person search,2018-08-27 13:46:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202357,Person search,2018-08-27 13:46:00+00:00,False,,51.518615,-0.196839,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202358,Person search,2018-08-27 13:46:00+00:00,False,,51.518615,-0.196839,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202359,Person search,2018-08-27 13:46:00+00:00,False,,51.518615,-0.196839,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202360,Person search,2018-08-27 13:46:00+00:00,False,,51.522956,-0.193713,Male,18-24,Other ethnic group - Any other ethnic group,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202361,Person search,2018-08-27 13:47:00+00:00,False,,51.515632,-0.203991,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202362,Person search,2018-08-27 13:47:00+00:00,False,,51.519429,-0.202948,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202363,Person search,2018-08-27 13:47:00+00:00,False,,51.511767,-0.195928,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202364,Person search,2018-08-27 13:47:00+00:00,False,,51.515672,-0.19955,Male,18-24,Other ethnic group - Not stated,,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202365,Person search,2018-08-27 13:47:00+00:00,False,,51.515226,-0.193975,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202366,Person search,2018-08-27 13:48:00+00:00,False,,51.519429,-0.202948,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202367,Person search,2018-08-27 13:48:00+00:00,False,,51.521222,-0.20083,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202368,Person search,2018-08-27 13:48:00+00:00,False,,51.515216,-0.206183,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202369,Person search,2018-08-27 13:49:00+00:00,False,,51.517042,-0.19572,Male,18-24,White - Any other White background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202370,Person search,2018-08-27 13:49:00+00:00,False,,51.515226,-0.193975,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202371,Person search,2018-08-27 13:49:00+00:00,False,,51.521222,-0.20083,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202372,Person search,2018-08-27 13:49:00+00:00,False,,,,Female,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202373,Person search,2018-08-27 13:50:00+00:00,False,,51.52506,-0.03272,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202374,Person search,2018-08-27 13:50:00+00:00,False,,51.521222,-0.20083,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202375,Person search,2018-08-27 13:50:00+00:00,False,,51.522956,-0.193713,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202376,Person search,2018-08-27 13:50:00+00:00,False,,51.517388,-0.212411,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202377,Person search,2018-08-27 13:50:00+00:00,False,,51.517772,-0.203416,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202378,Person search,2018-08-27 13:50:00+00:00,False,,51.521222,-0.20083,Male,25-34,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202379,Person search,2018-08-27 13:50:00+00:00,False,,51.515632,-0.203991,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,018-08-metropolitan,27/8/2018
202380,Person search,2018-08-27 13:50:00+00:00,False,,51.515746,-0.203208,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202381,Person search,2018-08-27 13:50:00+00:00,False,,51.517193,-0.20083,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202382,Person search,2018-08-27 13:50:00+00:00,False,,51.517497,-0.210115,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202383,Person search,2018-08-27 13:50:00+00:00,False,,51.522956,-0.193713,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202384,Person search,2018-08-27 13:50:00+00:00,False,,51.515226,-0.193975,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202385,Person search,2018-08-27 13:50:00+00:00,False,,51.513493,-0.197056,Female,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202386,Person search,2018-08-27 13:50:00+00:00,False,,51.517311,-0.207384,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202387,Person search,2018-08-27 13:50:00+00:00,False,,,,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202388,Person search,2018-08-27 13:50:00+00:00,False,,51.521222,-0.20083,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202389,Person search,2018-08-27 13:50:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202390,Person search,2018-08-27 13:50:00+00:00,False,,51.516925,-0.205093,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202391,Person search,2018-08-27 13:50:00+00:00,False,,51.516757,-0.203485,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202392,Person search,2018-08-27 13:50:00+00:00,False,,51.517311,-0.207384,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202393,Person search,2018-08-27 13:50:00+00:00,False,,51.517547,-0.216945,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,,018-08-metropolitan,27/8/2018
202394,Person search,2018-08-27 13:50:00+00:00,False,,51.515226,-0.193975,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202395,Person search,2018-08-27 13:50:00+00:00,False,,51.517497,-0.210115,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202396,Person search,2018-08-27 13:50:00+00:00,False,,,,Male,10-17,Other ethnic group - Not stated,Black,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,018-08-metropolitan,27/8/2018
202397,Person search,2018-08-27 13:50:00+00:00,False,,51.51175300000001,-0.206117,Male,18-24,Other ethnic group - Not stated,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202398,Person search,2018-08-27 13:50:00+00:00,False,,51.521222,-0.20083,Male,,Other ethnic group - Not stated,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202399,Person search,2018-08-27 13:50:00+00:00,False,,51.519281,-0.200388,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202400,Person search,2018-08-27 13:50:00+00:00,False,,51.521222,-0.20083,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Penalty Notice for Disorder,,,018-08-metropolitan,27/8/2018
202401,Person search,2018-08-27 13:50:00+00:00,False,,51.515226,-0.193975,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202402,Person search,2018-08-27 13:50:00+00:00,False,,51.521222,-0.20083,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202403,Person search,2018-08-27 13:50:00+00:00,False,,51.522956,-0.193713,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202404,Person search,2018-08-27 13:50:00+00:00,False,,51.528027,-0.051522000000000005,Male,over 34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,018-08-metropolitan,27/8/2018
202405,Person search,2018-08-27 13:50:00+00:00,False,,51.521222,-0.20083,Male,,White - Any other White background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202406,Person search,2018-08-27 13:50:00+00:00,False,,51.518615,-0.196839,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202407,Person search,2018-08-27 13:50:00+00:00,False,,51.518615,-0.196839,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202408,Person search,2018-08-27 13:50:00+00:00,False,,51.540609,-0.209612,Male,10-17,Asian/Asian British - Any other Asian background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202409,Person search,2018-08-27 13:50:00+00:00,False,,51.522956,-0.193713,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202410,Person search,2018-08-27 13:50:00+00:00,False,,51.522956,-0.193713,Male,25-34,Asian/Asian British - Indian,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202411,Person search,2018-08-27 13:50:00+00:00,False,,51.522956,-0.193713,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202412,Person search,2018-08-27 13:51:00+00:00,False,,51.521222,-0.20083,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202413,Person search,2018-08-27 13:51:00+00:00,False,,51.515216,-0.206183,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
